,zone,province,type,2545,2547,2549,2550,2552,2554,2556,2558,2560,group
170,ภาคเหนือ,ลำปาง,เพื่อใช้ทำการเกษตร,3184.86,9806.86,8595,6839,12318,13576.5,23167.3,19067.3,18634.51,2
171,ภาคเหนือ,ลำปาง,เพื่อใช้ในการศึกษา,0.0,0.0,10527,5101,4509,10359.4,6460.1,4597.0,8704.06,1
172,ภาคเหนือ,ลำปาง,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,19684.81,38360,38712,35244,67632.5,79867.2,36784.9,49736.17,5
173,ภาคเหนือ,ลำปาง,อื่น ๆ,1659.18,1271.62,3090,10374,1513,1418.2,163.3,0.0,0.0,1
174,ภาคเหนือ,อุตรดิตถ์,เพื่อใช้จ่ายในครัวเรือน,16085.44,31479.1,31576,37585,27520,44518.9,52534.2,56265.0,47333.28,5
175,ภาคเหนือ,อุตรดิตถ์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,14259.77,8982.64,15668,16586,21909,14996.4,17016.3,10674.3,21830.05,2
176,ภาคเหนือ,อุตรดิตถ์,เพื่อใช้ทำการเกษตร,12119.7,17762.74,20656,24656,21688,25742.7,35890.4,36380.6,42156.93,5
177,ภาคเหนือ,อุตรดิตถ์,เพื่อใช้ในการศึกษา,0.0,0.0,3943,4723,3497,1895.8,641.4,1589.9,4348.19,1
178,ภาคเหนือ,อุตรดิตถ์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,27277.22,45940,24064,21288,24512.0,19396.8,43689.3,39317.58,5
179,ภาคเหนือ,อุตรดิตถ์,อื่น ๆ,251.87,734.84,7737,1722,3785,1310.2,392.3,976.7,1700.21,1
180,ภาคเหนือ,แพร่,เพื่อใช้จ่ายในครัวเรือน,43506.53,45462.06,31158,45425,43361,61719.1,84272.4,109978.0,83187.75,0
181,ภาคเหนือ,แพร่,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,13542.5,11697.15,10790,18951,13978,21956.4,26677.0,23524.2,33477.3,2
182,ภาคเหนือ,แพร่,เพื่อใช้ทำการเกษตร,4846.38,7674.77,8696,17359,11179,24817.4,11373.3,25374.5,20376.66,2
183,ภาคเหนือ,แพร่,เพื่อใช้ในการศึกษา,0.0,0.0,1897,3223,699,1089.5,461.0,1643.4,2825.21,1
184,ภาคเหนือ,แพร่,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,25748.8,11101,32492,14108,21427.8,26450.5,19940.1,18611.84,2
185,ภาคเหนือ,แพร่,อื่น ๆ,168.44,261.7,455,40,303,0.0,122.3,0.0,105.93,1
186,ภาคเหนือ,น่าน,เพื่อใช้จ่ายในครัวเรือน,37980.84,33424.9,25479,30920,58027,42697.9,57134.3,68815.0,57873.51,0
187,ภาคเหนือ,น่าน,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,12398.53,16318.19,27870,13557,10589,14397.0,18071.8,18702.2,24169.34,2
188,ภาคเหนือ,น่าน,เพื่อใช้ทำการเกษตร,9511.47,9260.37,14349,21944,24048,29240.5,41834.5,35468.3,65461.87,5
189,ภาคเหนือ,น่าน,เพื่อใช้ในการศึกษา,0.0,0.0,10967,7322,11585,6132.3,8874.4,3570.4,2559.44,1
190,ภาคเหนือ,น่าน,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,61817.33,25529,49720,53136,33545.2,62237.7,35025.6,50437.02,5
191,ภาคเหนือ,น่าน,อื่น ๆ,381.98,1214.06,2961,4060,8049,760.7,7.8,743.8,1490.32,1
192,ภาคเหนือ,พะเยา,เพื่อใช้จ่ายในครัวเรือน,45240.16,25877.81,37059,27801,18196,27608.2,20980.0,60694.4,40745.73,5
193,ภาคเหนือ,พะเยา,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,9512.94,5122.31,10555,18586,9916,9885.2,6906.7,7191.0,10567.37,1
194,ภาคเหนือ,พะเยา,เพื่อใช้ทำการเกษตร,9404.96,10896.42,19051,20447,26024,24322.5,28689.1,40001.9,29849.87,5
195,ภาคเหนือ,พะเยา,เพื่อใช้ในการศึกษา,0.0,0.0,6866,6390,5153,7768.7,5982.2,9199.8,10631.57,1
196,ภาคเหนือ,พะเยา,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,11785.53,26947,35934,42456,32303.3,17218.6,28753.9,54187.26,5
197,ภาคเหนือ,พะเยา,อื่น ๆ,1487.53,1303.88,829,7696,1031,2749.6,885.9,2160.4,4077.33,1
198,ภาคเหนือ,เชียงราย,เพื่อใช้จ่ายในครัวเรือน,25765.93,18384.72,21576,29670,29376,24210.7,14111.9,28420.3,10244.79,2
199,ภาคเหนือ,เชียงราย,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,12276.22,13762.62,9285,20644,9689,27737.0,7607.9,11774.4,2351.86,2
200,ภาคเหนือ,เชียงราย,เพื่อใช้ทำการเกษตร,13358.03,23855.51,22737,21586,25537,20909.5,18428.6,16416.0,11879.3,2
201,ภาคเหนือ,เชียงราย,เพื่อใช้ในการศึกษา,0.0,0.0,5374,2412,2066,2205.8,0.0,847.9,3653.4,1
202,ภาคเหนือ,เชียงราย,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,35623.75,51267,22885,27410,35131.5,4807.4,15113.5,2242.55,2
203,ภาคเหนือ,เชียงราย,อื่น ๆ,0.0,3797.64,4138,4004,314,897.0,0.0,593.9,235.66,1
204,ภาคเหนือ,แม่ฮ่องสอน,เพื่อใช้จ่ายในครัวเรือน,11096.85,24519.94,9245,8574,10949,10895.2,18882.4,56596.5,57280.74,5
205,ภาคเหนือ,แม่ฮ่องสอน,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,7795.06,5662.89,4516,35723,2963,8303.4,2233.8,10216.8,15520.96,2
206,ภาคเหนือ,แม่ฮ่องสอน,เพื่อใช้ทำการเกษตร,6497.9,9835.41,7282,6957,5549,4320.8,8528.8,12658.3,13826.97,1
207,ภาคเหนือ,แม่ฮ่องสอน,เพื่อใช้ในการศึกษา,0.0,0.0,1168,1115,1718,3084.9,1197.0,5738.2,2013.63,1
208,ภาคเหนือ,แม่ฮ่องสอน,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,17149.48,10583,10035,11079,15134.1,7468.2,37500.9,33959.62,2
209,ภาคเหนือ,แม่ฮ่องสอน,อื่น ๆ,0.0,1019.71,557,1149,303,218.8,31.0,461.5,0.0,1
210,ภาคเหนือ,นครสวรรค์,เพื่อใช้จ่ายในครัวเรือน,15431.63,11787.64,29886,27409,27008,46704.0,49245.1,59556.8,69916.33,5
211,ภาคเหนือ,นครสวรรค์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,4147.3,5608.69,17973,50196,24165,13494.9,103864.1,23809.5,15322.23,5
212,ภาคเหนือ,นครสวรรค์,เพื่อใช้ทำการเกษตร,25178.2,51293.01,49507,39040,38029,52374.9,52757.5,33453.6,40737.58,5
213,ภาคเหนือ,นครสวรรค์,เพื่อใช้ในการศึกษา,0.0,0.0,3052,713,1072,1508.4,298.7,1182.2,1923.87,1
214,ภาคเหนือ,นครสวรรค์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,13021.37,39407,26612,54581,60500.3,21998.8,70772.9,83152.89,0
215,ภาคเหนือ,นครสวรรค์,อื่น ๆ,785.57,390.73,170,1200,96,123.6,4606.4,166.3,613.0,1
216,ภาคเหนือ,อุทัยธานี,เพื่อใช้จ่ายในครัวเรือน,13760.6,22857.01,19690,28580,48792,51658.9,65572.3,85320.2,101384.27,0
217,ภาคเหนือ,อุทัยธานี,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,2855.23,4525.4,14691,9891,12221,8561.9,21301.9,14168.8,10244.76,2
218,ภาคเหนือ,อุทัยธานี,เพื่อใช้ทำการเกษตร,16960.63,26352.84,34900,42728,41694,41965.2,60150.3,71147.1,77046.06,0
219,ภาคเหนือ,อุทัยธานี,เพื่อใช้ในการศึกษา,0.0,0.0,2674,1698,2560,1421.3,487.9,713.4,5478.67,1
220,ภาคเหนือ,อุทัยธานี,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,30222.24,32226,31048,31019,34669.8,70618.0,22762.1,57111.8,5
221,ภาคเหนือ,อุทัยธานี,อื่น ๆ,0.0,1017.55,1968,7430,3197,1724.2,1107.5,349.9,12489.79,1
222,ภาคเหนือ,กำแพงเพชร,เพื่อใช้จ่ายในครัวเรือน,23111.51,18374.23,26952,26705,28355,23054.9,65952.3,57647.7,47382.39,5
223,ภาคเหนือ,กำแพงเพชร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,7702.29,7126.04,40380,18282,8070,6791.8,7750.9,42789.4,9832.72,2
224,ภาคเหนือ,กำแพงเพชร,เพื่อใช้ทำการเกษตร,30898.53,41779.91,40935,41695,32879,50031.7,57797.9,77687.3,113288.48,0
225,ภาคเหนือ,กำแพงเพชร,เพื่อใช้ในการศึกษา,0.0,0.0,1632,3510,1532,1291.6,1428.5,501.7,1426.59,1
226,ภาคเหนือ,กำแพงเพชร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,23755.08,18122,20632,18422,22828.3,45363.2,25795.3,37883.13,5
227,ภาคเหนือ,กำแพงเพชร,อื่น ๆ,3001.82,3719.59,2918,6650,9514,1746.3,378.9,247.9,596.23,1
228,ภาคเหนือ,ตาก,เพื่อใช้จ่ายในครัวเรือน,21645.22,31002.35,18233,21002,21645,22298.2,58539.2,61943.2,44850.91,5
229,ภาคเหนือ,ตาก,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,2702.06,3029.12,10943,3393,11472,3647.6,16023.9,18795.5,18642.27,2
230,ภาคเหนือ,ตาก,เพื่อใช้ทำการเกษตร,9197.76,11983.97,9840,12649,20003,16258.6,18320.2,13204.8,19579.29,2
231,ภาคเหนือ,ตาก,เพื่อใช้ในการศึกษา,0.0,0.0,3252,2906,3202,3296.3,4583.3,4827.4,6386.15,1
232,ภาคเหนือ,ตาก,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,30193.62,36365,20513,19207,13763.9,22741.2,46284.1,38337.68,5
233,ภาคเหนือ,ตาก,อื่น ๆ,748.35,1449.02,2226,2180,2061,1124.9,38.3,736.2,192.15,1
234,ภาคเหนือ,สุโขทัย,เพื่อใช้จ่ายในครัวเรือน,20232.27,26814.89,22650,23063,42494,37967.5,79219.0,64260.6,65121.4,0
235,ภาคเหนือ,สุโขทัย,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,11654.41,15721.99,37863,5768,11209,7876.9,16765.7,31120.1,36517.27,2
236,ภาคเหนือ,สุโขทัย,เพื่อใช้ทำการเกษตร,18025.93,19665.1,25518,34169,28111,53569.0,39776.3,85392.6,70387.89,0
237,ภาคเหนือ,สุโขทัย,เพื่อใช้ในการศึกษา,0.0,0.0,2088,5266,1202,1178.6,772.5,2698.9,2199.84,1
238,ภาคเหนือ,สุโขทัย,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,11081.86,18121,13681,17643,20440.0,36182.9,32967.1,53942.92,5
239,ภาคเหนือ,สุโขทัย,อื่น ๆ,485.63,456.5,1788,3453,1344,1739.5,3581.6,1862.5,2828.58,1
240,ภาคเหนือ,พิษณุโลก,เพื่อใช้จ่ายในครัวเรือน,53712.03,38341.53,45373,47266,30292,61958.6,66575.0,96042.3,104231.98,0
241,ภาคเหนือ,พิษณุโลก,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,3387.14,16044.27,9447,12833,17425,11183.4,50968.4,38551.1,42068.94,5
242,ภาคเหนือ,พิษณุโลก,เพื่อใช้ทำการเกษตร,13760.3,16654.79,28702,28944,41203,56440.6,54350.8,92366.7,91685.28,0
243,ภาคเหนือ,พิษณุโลก,เพื่อใช้ในการศึกษา,0.0,0.0,3349,1772,2042,1262.9,3953.9,2933.1,1638.93,1
244,ภาคเหนือ,พิษณุโลก,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,81503.39,26696,19094,36476,23959.3,48309.8,33241.7,30115.5,5
245,ภาคเหนือ,พิษณุโลก,อื่น ๆ,644.85,349.42,1716,921,738,2961.0,718.6,0.0,3471.76,1
246,ภาคเหนือ,พิจิตร,เพื่อใช้จ่ายในครัวเรือน,29569.53,30295.43,22518,36238,31785,60863.1,41623.4,65256.6,70044.41,0
247,ภาคเหนือ,พิจิตร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,26127.39,15646.03,8689,11069,15091,32804.2,98872.0,14220.0,15999.1,5
248,ภาคเหนือ,พิจิตร,เพื่อใช้ทำการเกษตร,40618.59,42262.97,39019,49246,32373,38547.8,46213.2,47979.7,66362.02,0
249,ภาคเหนือ,พิจิตร,เพื่อใช้ในการศึกษา,0.0,0.0,1722,4251,2886,295.7,23.0,101.5,497.86,1
250,ภาคเหนือ,พิจิตร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,30927.21,32222,40430,54160,26354.7,21487.6,21193.0,23951.56,5
251,ภาคเหนือ,พิจิตร,อื่น ๆ,826.58,524.12,209,1927,2566,2138.9,0.0,0.0,137.36,1
252,ภาคเหนือ,เพชรบูรณ์,เพื่อใช้จ่ายในครัวเรือน,22604.63,23162.68,37422,35245,41118,44490.7,36063.0,45793.1,74523.94,5
253,ภาคเหนือ,เพชรบูรณ์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,1679.54,21877.23,15354,12925,19436,2729.1,6483.7,24923.9,15788.79,2
254,ภาคเหนือ,เพชรบูรณ์,เพื่อใช้ทำการเกษตร,22928.57,27861.19,20435,25575,35394,30042.0,36018.9,66064.6,61608.63,5
255,ภาคเหนือ,เพชรบูรณ์,เพื่อใช้ในการศึกษา,0.0,0.0,1956,659,8678,1543.2,506.9,589.3,2809.46,1
256,ภาคเหนือ,เพชรบูรณ์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18022.54,30383,46142,41885,12618.2,23565.1,11128.7,5526.2,2
257,ภาคเหนือ,เพชรบูรณ์,อื่น ๆ,1294.63,2352.35,10741,3027,9877,506.3,682.9,167.0,1543.25,1
258,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เพื่อใช้จ่ายในครัวเรือน,31081.05,33357.73,38726,54856,49505,51403.0,74166.6,110108.5,100361.5,0
259,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,3947.07,12019.59,15959,14278,19679,16690.7,7709.5,10801.9,13236.53,2
260,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เพื่อใช้ทำการเกษตร,13434.38,22826.15,19168,21953,23956,30399.0,32622.5,88505.6,50727.66,5
261,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เพื่อใช้ในการศึกษา,0.0,0.0,2302,595,2015,3228.9,2039.9,1350.1,3871.14,1
262,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18433.73,16523,15542,35587,14221.0,52254.7,33731.6,55024.41,5
263,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,อื่น ๆ,2554.94,601.93,1112,1113,3912,165.8,1910.2,1262.3,17.71,1
264,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,เพื่อใช้จ่ายในครัวเรือน,37827.56,42994.48,46073,48033,46845,75833.5,62672.4,69193.1,71607.34,0
265,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,4139.7,9272.56,6491,5076,6314,7568.6,6366.4,9871.8,10856.72,1
266,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,เพื่อใช้ทำการเกษตร,10431.18,15243.78,17625,17231,25152,19465.1,20738.7,38528.2,21822.89,2
267,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,เพื่อใช้ในการศึกษา,0.0,0.0,7979,1422,5377,7786.4,1300.8,1913.5,1718.36,1
268,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18209.36,7053,8889,29965,47160.3,19015.3,39276.6,23555.59,2
269,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,อื่น ๆ,8261.2,1864.74,15116,2381,4291,4081.0,7720.8,983.0,2077.22,1
270,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,เพื่อใช้จ่ายในครัวเรือน,39806.4,38944.51,33977,35833,36185,94025.9,33991.7,141769.5,80632.49,0
271,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,5176.55,8302.88,17112,15128,10540,16423.9,11658.0,6552.6,36147.88,2
272,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,เพื่อใช้ทำการเกษตร,3821.12,13926.16,12109,17884,23886,27355.4,39088.1,48348.7,27097.83,5
273,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,เพื่อใช้ในการศึกษา,0.0,0.0,7722,2292,5878,2721.2,12354.7,3430.7,2686.25,1
274,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,25170.22,68724,34414,38526,53282.3,77717.6,41528.8,104826.75,0
275,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,อื่น ๆ,1445.33,1254.53,4098,6432,3361,2572.5,12687.3,4718.0,404.94,1
276,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เพื่อใช้จ่ายในครัวเรือน,36166.29,29772.72,45018,35880,34383,57345.9,88411.9,92184.4,100169.12,0
277,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,10106.69,10391.1,6461,8522,8161,11752.3,17709.6,5963.7,15569.49,2
278,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เพื่อใช้ทำการเกษตร,14352.8,14327.87,17171,23891,34818,30698.1,33009.3,30965.2,41780.32,5
279,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เพื่อใช้ในการศึกษา,0.0,0.0,3043,2386,2720,142.3,2843.7,274.4,6514.41,1
280,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,16767.28,18450,24513,7409,12405.4,48854.1,5685.5,24787.09,2
281,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,อื่น ๆ,26.39,557.28,5104,3840,851,181.5,228.2,204.2,707.52,1
282,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,เพื่อใช้จ่ายในครัวเรือน,30373.78,34064.96,33218,56809,60319,104806.8,111162.9,77425.4,116713.76,0
283,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,30900.72,7829.38,39565,9340,17027,12011.4,15600.0,22411.6,8057.95,2
284,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,เพื่อใช้ทำการเกษตร,9090.76,20169.46,11077,15305,21907,21473.5,25988.8,16589.4,38156.75,2
285,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,เพื่อใช้ในการศึกษา,0.0,0.0,1955,373,645,2103.4,827.9,1562.7,2155.89,1
286,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,17377.45,8909,23985,16147,31744.0,12642.4,18218.8,30037.76,2
287,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,อื่น ๆ,417.63,975.52,983,0,0,925.8,0.0,0.0,0.0,1
288,ภาคตะวันออกเฉียงเหนือ,ยโสธร,เพื่อใช้จ่ายในครัวเรือน,28303.82,36922.56,29766,20797,33444,106283.3,47911.9,68170.9,80326.01,0
289,ภาคตะวันออกเฉียงเหนือ,ยโสธร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,5600.84,5577.82,10169,7988,14264,37633.6,1185.0,30393.6,8531.78,2
290,ภาคตะวันออกเฉียงเหนือ,ยโสธร,เพื่อใช้ทำการเกษตร,4441.41,11120.35,13816,9497,14568,6540.9,9083.2,18995.8,20168.42,2
291,ภาคตะวันออกเฉียงเหนือ,ยโสธร,เพื่อใช้ในการศึกษา,0.0,0.0,3862,1392,733,2380.5,90.1,1012.3,988.04,1
292,ภาคตะวันออกเฉียงเหนือ,ยโสธร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,24874.33,20347,19643,22148,12244.1,5373.0,5147.7,11362.52,2
293,ภาคตะวันออกเฉียงเหนือ,ยโสธร,อื่น ๆ,13.03,1160.56,806,1135,519,0.0,0.0,0.0,0.0,1
294,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เพื่อใช้จ่ายในครัวเรือน,18694.82,21993.84,36756,28604,54350,37744.2,79125.4,69624.5,71821.93,0
295,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,5903.52,12195.28,9682,12819,4327,7499.1,7997.5,23450.6,30435.54,2
296,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เพื่อใช้ทำการเกษตร,13480.08,19441.62,22385,21848,24401,31196.9,40783.9,42883.3,64000.14,5
297,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เพื่อใช้ในการศึกษา,0.0,0.0,4573,1456,3202,1574.6,461.7,475.8,608.75,1
298,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,24017.58,22011,26118,16762,25729.0,35147.0,16186.1,27328.73,2
299,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,อื่น ๆ,300.65,676.39,1447,704,51,1389.9,619.4,3281.5,0.0,1
300,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,เพื่อใช้จ่ายในครัวเรือน,26315.76,49615.15,39164,48083,65138,78256.3,57589.7,63775.3,89495.54,0
301,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,10709.52,18537.96,27906,13324,39867,21169.0,11896.1,19004.6,24343.72,2
302,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,เพื่อใช้ทำการเกษตร,10757.72,14914.95,15500,16938,19230,15240.8,24054.2,49761.3,57248.78,5
303,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,เพื่อใช้ในการศึกษา,0.0,0.0,3755,2298,2989,3094.1,3185.6,4495.8,6418.79,1
304,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,29365.02,9967,28420,32408,27147.4,37813.2,36207.5,46790.17,5
305,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,อื่น ๆ,1442.47,289.38,109,0,0,166.6,21.4,31.3,1735.61,1
306,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เพื่อใช้จ่ายในครัวเรือน,0.0,0.0,0,0,0,0.0,27282.1,108967.1,133946.94,0
307,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,0.0,0.0,0,0,0,0.0,9590.8,75485.2,14493.48,2
308,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เพื่อใช้ทำการเกษตร,0.0,0.0,0,0,0,0.0,28102.7,31695.1,40336.54,2
309,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เพื่อใช้ในการศึกษา,0.0,0.0,0,0,0,0.0,842.9,5054.1,8369.32,1
310,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,0.0,0,0,0,0.0,3613.5,36362.1,15635.12,1
311,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,อื่น ๆ,0.0,0.0,0,0,0,0.0,0.0,425.6,0.0,1
312,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,เพื่อใช้จ่ายในครัวเรือน,33908.84,29019.33,16961,15916,16621,28464.2,32526.5,55715.3,64875.8,5
313,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,15094.76,11535.63,15827,11617,25989,12605.9,4618.3,11894.8,29917.67,2
314,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,เพื่อใช้ทำการเกษตร,8048.68,17343.27,16130,20140,18597,30102.1,31495.5,38006.0,38420.76,5
315,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,เพื่อใช้ในการศึกษา,0.0,0.0,6315,7618,3318,9981.0,2860.8,4319.3,5008.93,1
316,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,31970.42,47476,59897,47720,32241.0,21108.9,27604.1,41246.17,5
317,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,อื่น ๆ,7516.33,10691.17,5366,2230,6001,7894.3,3507.7,2539.4,8156.8,1
318,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,เพื่อใช้จ่ายในครัวเรือน,51865.18,34371.85,21845,37701,41377,35086.7,33285.5,37491.2,46780.27,5
319,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,16810.28,11055.96,16385,20700,13070,4888.4,11541.8,2827.0,6285.44,2
320,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,เพื่อใช้ทำการเกษตร,13821.49,22572.61,12924,20466,18842,16694.2,15036.5,15023.7,13298.3,2
321,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,เพื่อใช้ในการศึกษา,0.0,0.0,4187,3478,2492,3789.9,4582.4,382.1,1468.54,1
322,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,29458.77,22334,34870,34878,14847.1,13277.3,6768.8,22770.45,2
323,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,อื่น ๆ,13675.85,855.75,2978,2183,2425,1886.6,2126.1,0.0,183.53,1
324,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,เพื่อใช้จ่ายในครัวเรือน,49973.35,17582.74,19566,17202,38193,25345.6,70859.8,90271.9,87852.48,0
325,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,21501.47,24306.29,17686,19188,13788,23464.9,13903.3,26994.8,6211.2,2
326,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,เพื่อใช้ทำการเกษตร,11887.25,15499.2,25535,23646,19567,26039.1,30281.5,29381.2,38362.12,5
327,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,เพื่อใช้ในการศึกษา,0.0,0.0,2669,4161,7818,7186.7,2602.6,3520.3,5718.74,1
328,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,12861.14,25485,33191,30317,56777.5,47826.7,46353.7,31876.81,5
